survey	recording_givid	user_reference	var	var_code	value	value_numeric	is_below_LOQ	is_above_LOQ	is_numeric	unit
HT3260	IV2018120312000000	DesNe_03_20180524	submerse vegetatie opgevuld	sv_3	0	0	0	0	1	%
HT3260	IV2018120312000000	DesNe_03_20180524	submerse vegetatie schaars	sv_1	20	20	0	0	1	%
HT3260	IV2018120312000000	DesNe_03_20180524	totale bedekking	TOT	5	5	0	0	1	%
HT3260	IV2018120312000000	DesNe_03_20180524	vegetatievlekken =< 1 m²	<1	0	0	0	0	1	count
HT3260	IV2018120312000000	DesNe_03_20180524	verstoring eutrofiëringsindicatoren	veui	3	3	0	0	1	%
HT3260	IV2018120312000000	DesNe_03_20180524	verstoring helofyten	vhel	4	4	0	0	1	%
HT3260	IV2018120312000000	DesNe_03_20180524	verstoring invasieve exoten	viex	0	0	0	0	1	%
HT3260	IV2018120312000000	DesNe_03_20180524	waterpeil	peil	uitzonderlijk laag	NA	0	0	0	class
HT3260	IV2018120312000001	LoeNe_02_20180524	artificiële structuren	artif	geen artificiele structuur	NA	0	0	0	class
HT3260	IV2018120312000001	LoeNe_02_20180524	beheer	beh	geen beheer gekend	NA	0	0	0	class
HT3260	IV2018120312000001	LoeNe_02_20180524	breedte	Breed	4,50	4.5	0	0	1	m
HT3260	IV2018120312000001	LoeNe_02_20180524	diepte	Diep	0,60	0.6	0	0	1	m
HT3260	IV2018120312000001	LoeNe_02_20180524	dominant oeverprofiel lo	profl	natuurlijk: minder dan 45°	NA	0	0	0	class
HT3260	IV2018120312000001	LoeNe_02_20180524	dominant oeverprofiel ro	profr	natuurlijk: minder dan 45°	NA	0	0	0	class
HT3260	IV2018120312000001	LoeNe_02_20180524	grof organisch materiaal	orgma	geen grof materiaal	NA	0	0	0	class
HT3260	IV2018120312000001	LoeNe_02_20180524	grootte grootste vlek	MaxGr	0,5	0.5	0	0	1	m²
HT3260	IV2018120312000001	LoeNe_02_20180524	helderheid van de waterkolom	turbi	troebel door substraat	NA	0	0	0	class
HT3260	IV2018120312000001	LoeNe_02_20180524	lengte	Lang	100,00	100	0	0	1	m
HT3260	IV2018120312000001	LoeNe_02_20180524	manier waarop de opname gemaakt is	wijze	wadend	NA	0	0	0	class
HT3260	IV2018120312000001	LoeNe_02_20180524	schaduw boom en struik	schab	0	0	0	0	1	%
HT3260	IV2018120312000001	LoeNe_02_20180524	schaduw oevervegetatie	schao	0	0	0	0	1	%
HT3260	IV2018120312000001	LoeNe_02_20180524	secchi-diepte	Secch	0,50	0.5	0	0	1	m
HT3260	IV2018120312000001	LoeNe_02_20180524	slibdikte	Slib	0,02	0.02	0	0	1	m
HT3260	IV2018120312000001	LoeNe_02_20180524	som van vlekken	Som	1	1	0	0	1	m²
HT3260	IV2018120312000001	LoeNe_02_20180524	submerse vegetatie afwezig	sv_0	70	70	0	0	1	%
HT3260	IV2018120312000001	LoeNe_02_20180524	submerse vegetatie frequent	sv_2	0	0	0	0	1	%
HT3260	IV2018120312000001	LoeNe_02_20180524	submerse vegetatie opgevuld	sv_3	0	0	0	0	1	%
HT3260	IV2018120312000001	LoeNe_02_20180524	submerse vegetatie schaars	sv_1	30	30	0	0	1	%
HT3260	IV2018120312000001	LoeNe_02_20180524	totale bedekking	TOT	35	35	0	0	1	%
HT3260	IV2018120312000001	LoeNe_02_20180524	vegetatievlekken =< 1 m²	<1	5	5	0	0	1	count
HT3260	IV2018120312000001	LoeNe_02_20180524	verstoring eutrofiëringsindicatoren	veui	25	25	0	0	1	%
HT3260	IV2018120312000001	LoeNe_02_20180524	verstoring helofyten	vhel	20	20	0	0	1	%
HT3260	IV2018120312000001	LoeNe_02_20180524	verstoring invasieve exoten	viex	<1	1	1	0	1	%
HT3260	IV2018120312000001	LoeNe_02_20180524	waterpeil	peil	normaal	NA	0	0	0	class
HT3260	IV2018120312000002	RodLo_01_20180524	artificiële structuren	artif	geen artificiele structuur	NA	0	0	0	class
HT3260	IV2018120312000002	RodLo_01_20180524	beheer	beh	geen beheer gekend	NA	0	0	0	class
HT3260	IV2018120312000002	RodLo_01_20180524	breedte	Breed	6,00	6	0	0	1	m
HT3260	IV2018120312000002	RodLo_01_20180524	diepte	Diep	0,45	0.45	0	0	1	m
HT3260	IV2018120312000002	RodLo_01_20180524	dominant oeverprofiel lo	profl	natuurlijk: minder dan 45°	NA	0	0	0	class
HT3260	IV2018120312000002	RodLo_01_20180524	dominant oeverprofiel ro	profr	natuurlijk: minder dan 45°	NA	0	0	0	class
HT3260	IV2018120312000002	RodLo_01_20180524	grof organisch materiaal	orgma	bladeren	NA	0	0	0	class
HT3260	IV2018120312000002	RodLo_01_20180524	grootte grootste vlek	MaxGr	0	0	0	0	1	m²
HT3260	IV2018120312000002	RodLo_01_20180524	helderheid van de waterkolom	turbi	bodemzicht	NA	0	0	0	class
HT3260	IV2018120312000002	RodLo_01_20180524	lengte	Lang	100,00	100	0	0	1	m
HT3260	IV2018120312000002	RodLo_01_20180524	manier waarop de opname gemaakt is	wijze	wadend	NA	0	0	0	class
HT3260	IV2018120312000002	RodLo_01_20180524	schaduw boom en struik	schab	0	0	0	0	1	%
HT3260	IV2018120312000002	RodLo_01_20180524	schaduw oevervegetatie	schao	0	0	0	0	1	%
HT3260	IV2018120312000002	RodLo_01_20180524	slibdikte	Slib	0,00	0	0	0	1	m
HT3260	IV2018120312000002	RodLo_01_20180524	som van vlekken	Som	0	0	0	0	1	m²
HT3260	IV2018120312000002	RodLo_01_20180524	submerse vegetatie afwezig	sv_0	0	0	0	0	1	%
HT3260	IV2018120312000002	RodLo_01_20180524	submerse vegetatie frequent	sv_2	0	0	0	0	1	%
HT3260	IV2018120312000002	RodLo_01_20180524	submerse vegetatie opgevuld	sv_3	0	0	0	0	1	%
HT3260	IV2018120312000002	RodLo_01_20180524	submerse vegetatie schaars	sv_1	100	100	0	0	1	%
HT3260	IV2018120312000002	RodLo_01_20180524	totale bedekking	TOT	90	90	0	0	1	%
HT3260	IV2018120312000002	RodLo_01_20180524	vegetatievlekken =< 1 m²	<1	0	0	0	0	1	count
HT3260	IV2018120312000002	RodLo_01_20180524	verstoring eutrofiëringsindicatoren	veui	2	2	0	0	1	%
HT3260	IV2018120312000002	RodLo_01_20180524	verstoring helofyten	vhel	30	30	0	0	1	%
HT3260	IV2018120312000002	RodLo_01_20180524	verstoring invasieve exoten	viex	<1	1	1	0	1	%
HT3260	IV2018120312000002	RodLo_01_20180524	waterpeil	peil	normaal	NA	0	0	0	class
HT3260	IV2018120312000003	GroNe_02_20180525	artificiële structuren	artif	geen artificiele structuur	NA	0	0	0	class
HT3260	IV2018120312000003	GroNe_02_20180525	beheer	beh	geen beheer gekend	NA	0	0	0	class
HT3260	IV2018120312000003	GroNe_02_20180525	breedte	Breed	4,50	4.5	0	0	1	m
HT3260	IV2018120312000003	GroNe_02_20180525	diepte	Diep	0,60	0.6	0	0	1	m
HT3260	IV2018120312000003	GroNe_02_20180525	dominant oeverprofiel lo	profl	natuurlijk: minder dan 45°	NA	0	0	0	class
HT3260	IV2018120312000003	GroNe_02_20180525	dominant oeverprofiel ro	profr	natuurlijk: minder dan 45°	NA	0	0	0	class
HT3260	IV2018120312000003	GroNe_02_20180525	grof organisch materiaal	orgma	bladeren	NA	0	0	0	class
HT3260	IV2018120312000003	GroNe_02_20180525	grof organisch materiaal	orgma	dikke takken / stam	NA	0	0	0	class
HT3260	IV2018120312000003	GroNe_02_20180525	grof organisch materiaal	orgma	takken	NA	0	0	0	class
HT3260	IV2018120312000003	GroNe_02_20180525	grof organisch materiaal	orgma	twijgjes	NA	0	0	0	class
HT3260	IV2018120312000003	GroNe_02_20180525	helderheid van de waterkolom	turbi	troebel door substraat	NA	0	0	0	class
HT3260	IV2018120312000003	GroNe_02_20180525	lengte	Lang	100,00	100	0	0	1	m
HT3260	IV2018120312000003	GroNe_02_20180525	manier waarop de opname gemaakt is	wijze	harkend vanop de lo	NA	0	0	0	class
HT3260	IV2018120312000003	GroNe_02_20180525	manier waarop de opname gemaakt is	wijze	wadend	NA	0	0	0	class
HT3260	IV2018120312000003	GroNe_02_20180525	schaduw boom en struik	schab	30	30	0	0	1	%
HT3260	IV2018120312000003	GroNe_02_20180525	schaduw oevervegetatie	schao	0	0	0	0	1	%
HT3260	IV2018120312000003	GroNe_02_20180525	secchi-diepte	Secch	0,40	0.4	0	0	1	m
HT3260	IV2018120312000003	GroNe_02_20180525	slibdikte	Slib	0,20	0.2	0	0	1	m
HT3260	IV2018120312000003	GroNe_02_20180525	submerse vegetatie afwezig	sv_0	90	90	0	0	1	%
HT3260	IV2018120312000003	GroNe_02_20180525	submerse vegetatie frequent	sv_2	0	0	0	0	1	%
HT3260	IV2018120312000003	GroNe_02_20180525	submerse vegetatie opgevuld	sv_3	0	0	0	0	1	%
HT3260	IV2018120312000003	GroNe_02_20180525	submerse vegetatie schaars	sv_1	10	10	0	0	1	%
HT3260	IV2018120312000003	GroNe_02_20180525	totale bedekking	TOT	20	20	0	0	1	%
HT3260	IV2018120312000003	GroNe_02_20180525	vegetatievlekken =< 1 m²	<1	0	0	0	0	1	count
HT3260	IV2018120312000003	GroNe_02_20180525	verstoring eutrofiëringsindicatoren	veui	<1	1	1	0	1	%
HT3260	IV2018120312000003	GroNe_02_20180525	verstoring helofyten	vhel	20	20	0	0	1	%
HT3260	IV2018120312000003	GroNe_02_20180525	verstoring invasieve exoten	viex	0	0	0	0	1	%
HT3260	IV2018120312000003	GroNe_02_20180525	waterpeil	peil	normaal	NA	0	0	0	class
HT3260	IV2018120312000004	GroNe_12_20180525	artificiële structuren	artif	geen artificiele structuur	NA	0	0	0	class
HT3260	IV2018120312000004	GroNe_12_20180525	beheer	beh	geen beheer gekend	NA	0	0	0	class
HT3260	IV2018120312000004	GroNe_12_20180525	breedte	Breed	2,00	2	0	0	1	m
HT3260	IV2018120312000004	GroNe_12_20180525	diepte	Diep	0,90	0.9	0	0	1	m
HT3260	IV2018120312000004	GroNe_12_20180525	dominant oeverprofiel lo	profl	natuurlijk: minder dan 45°	NA	0	0	0	class
HT3260	IV2018120312000004	GroNe_12_20180525	dominant oeverprofiel ro	profr	natuurlijk: minder dan 45°	NA	0	0	0	class
HT3260	IV2018120312000004	GroNe_12_20180525	grof organisch materiaal	orgma	bladeren	NA	0	0	0	class
HT3260	IV2018120312000004	GroNe_12_20180525	grof organisch materiaal	orgma	takken	NA	0	0	0	class
HT3260	IV2018120312000004	GroNe_12_20180525	grof organisch materiaal	orgma	twijgjes	NA	0	0	0	class
HT3260	IV2018120312000004	GroNe_12_20180525	grootte grootste vlek	MaxGr	0	0	0	0	1	m²
HT3260	IV2018120312000004	GroNe_12_20180525	helderheid van de waterkolom	turbi	troebel door substraat	NA	0	0	0	class
HT3260	IV2018120312000004	GroNe_12_20180525	lengte	Lang	100,00	100	0	0	1	m
HT3260	IV2018120312000004	GroNe_12_20180525	manier waarop de opname gemaakt is	wijze	harkend vanop de lo	NA	0	0	0	class
HT3260	IV2018120312000004	GroNe_12_20180525	manier waarop de opname gemaakt is	wijze	wadend	NA	0	0	0	class
HT3260	IV2018120312000004	GroNe_12_20180525	schaduw boom en struik	schab	20	20	0	0	1	%
HT3260	IV2018120312000004	GroNe_12_20180525	schaduw oevervegetatie	schao	2	2	0	0	1	%
HT3260	IV2018120312000004	GroNe_12_20180525	secchi-diepte	Secch	0,25	0.25	0	0	1	m
HT3260	IV2018120312000004	GroNe_12_20180525	slibdikte	Slib	0,00	0	0	0	1	m
HT3260	IV2018120312000004	GroNe_12_20180525	som van vlekken	Som	0	0	0	0	1	m²
HT3260	IV2018120312000004	GroNe_12_20180525	submerse vegetatie afwezig	sv_0	90	90	0	0	1	%
HT3260	IV2018120312000004	GroNe_12_20180525	submerse vegetatie frequent	sv_2	0	0	0	0	1	%
HT3260	IV2018120312000004	GroNe_12_20180525	submerse vegetatie opgevuld	sv_3	0	0	0	0	1	%
HT3260	IV2018120312000004	GroNe_12_20180525	submerse vegetatie schaars	sv_1	10	10	0	0	1	%
HT3260	IV2018120312000004	GroNe_12_20180525	totale bedekking	TOT	50	50	0	0	1	%
HT3260	IV2018120312000004	GroNe_12_20180525	vegetatievlekken =< 1 m²	<1	0	0	0	0	1	count
HT3260	IV2018120312000004	GroNe_12_20180525	verstoring eutrofiëringsindicatoren	veui	0	0	0	0	1	%
HT3260	IV2018120312000004	GroNe_12_20180525	verstoring helofyten	vhel	50	50	0	0	1	%
HT3260	IV2018120312000004	GroNe_12_20180525	verstoring invasieve exoten	viex	0	0	0	0	1	%
HT3260	IV2018120312000004	GroNe_12_20180525	waterpeil	peil	uitzonderlijk hoog	NA	0	0	0	class
HT3260	IV2018120312000005	GroNe_12o_20180525	breedte	Breed	2,00	2	0	0	1	m
HT3260	IV2018120312000005	GroNe_12o_20180525	lengte	Lang	100,00	100	0	0	1	m
HT3260	IV2018120312000005	GroNe_12o_20180525	manier waarop de opname gemaakt is	wijze	harkend vanop de lo	NA	0	0	0	class
HT3260	IV2018120312000005	GroNe_12o_20180525	manier waarop de opname gemaakt is	wijze	wadend	NA	0	0	0	class
HT3260	IV2018120312000005	GroNe_12o_20180525	schaduw boom en struik	schab	40	40	0	0	1	%
HT3260	IV2018120312000005	GroNe_12o_20180525	submerse vegetatie afwezig	sv_0	0	0	0	0	1	%
HT3260	IV2018120312000005	GroNe_12o_20180525	submerse vegetatie frequent	sv_2	0	0	0	0	1	%
HT3260	IV2018120312000005	GroNe_12o_20180525	submerse vegetatie opgevuld	sv_3	0	0	0	0	1	%
HT3260	IV2018120312000005	GroNe_12o_20180525	submerse vegetatie schaars	sv_1	100	100	0	0	1	%
HT3260	IV2018120312000005	GroNe_12o_20180525	totale bedekking	TOT	30	30	0	0	1	%
HT3260	IV2018120312000005	GroNe_12o_20180525	waterpeil	peil	uitzonderlijk hoog	NA	0	0	0	class
HT3260	IV2018120312000006	KlHGr_01_20180525	artificiële structuren	artif	brug	NA	0	0	0	class
HT3260	IV2018120312000006	KlHGr_01_20180525	beheer	beh	geen beheer gekend	NA	0	0	0	class
HT3260	IV2018120312000006	KlHGr_01_20180525	breedte	Breed	15,00	15	0	0	1	m
HT3260	IV2018120312000006	KlHGr_01_20180525	diepte	Diep	0,30	0.3	0	0	1	m
HT3260	IV2018120312000006	KlHGr_01_20180525	dominant oeverprofiel lo	profl	natuurlijk: minder dan 45°	NA	0	0	0	class
HT3260	IV2018120312000006	KlHGr_01_20180525	dominant oeverprofiel ro	profr	natuurlijk: minder dan 45°	NA	0	0	0	class
HT3260	IV2018120312000006	KlHGr_01_20180525	grof organisch materiaal	orgma	bladeren	NA	0	0	0	class
HT3260	IV2018120312000006	KlHGr_01_20180525	grof organisch materiaal	orgma	takken	NA	0	0	0	class
HT3260	IV2018120312000006	KlHGr_01_20180525	grof organisch materiaal	orgma	twijgjes	NA	0	0	0	class
HT3260	IV2018120312000006	KlHGr_01_20180525	helderheid van de waterkolom	turbi	bodemzicht	NA	0	0	0	class
HT3260	IV2018120312000006	KlHGr_01_20180525	helderheid van de waterkolom	turbi	troebel door substraat	NA	0	0	0	class
HT3260	IV2018120312000006	KlHGr_01_20180525	lengte	Lang	100,00	100	0	0	1	m
HT3260	IV2018120312000006	KlHGr_01_20180525	lengte brug	Brug	2	2	0	0	1	m
HT3260	IV2018120312000006	KlHGr_01_20180525	manier waarop de opname gemaakt is	wijze	wadend	NA	0	0	0	class
HT3260	IV2018120312000006	KlHGr_01_20180525	schaduw boom en struik	schab	2	2	0	0	1	%
HT3260	IV2018120312000006	KlHGr_01_20180525	schaduw oevervegetatie	schao	0	0	0	0	1	%
HT3260	IV2018120312000006	KlHGr_01_20180525	slibdikte	Slib	0,10	0.1	0	0	1	m
HT3260	IV2018120312000006	KlHGr_01_20180525	submerse vegetatie afwezig	sv_0	90	90	0	0	1	%
HT3260	IV2018120312000006	KlHGr_01_20180525	submerse vegetatie frequent	sv_2	0	0	0	0	1	%
HT3260	IV2018120312000006	KlHGr_01_20180525	submerse vegetatie opgevuld	sv_3	0	0	0	0	1	%
HT3260	IV2018120312000006	KlHGr_01_20180525	submerse vegetatie schaars	sv_1	10	10	0	0	1	%
HT3260	IV2018120312000006	KlHGr_01_20180525	totale bedekking	TOT	60	60	0	0	1	%
HT3260	IV2018120312000006	KlHGr_01_20180525	vegetatievlekken =< 1 m²	<1	0	0	0	0	1	count
HT3260	IV2018120312000006	KlHGr_01_20180525	verstoring eutrofiëringsindicatoren	veui	<1	1	1	0	1	%
HT3260	IV2018120312000006	KlHGr_01_20180525	verstoring helofyten	vhel	60	60	0	0	1	%
HT3260	IV2018120312000006	KlHGr_01_20180525	verstoring invasieve exoten	viex	0	0	0	0	1	%
HT3260	IV2018120312000006	KlHGr_01_20180525	waterpeil	peil	normaal	NA	0	0	0	class
HT3260	IV2018120312000007	DesNe_03_20180717	artificiële structuren	artif	geen artificiele structuur	NA	0	0	0	class
HT3260	IV2018120312000007	DesNe_03_20180717	beheer	beh	volledig maaien watervegetatie	NA	0	0	0	class
HT3260	IV2018120312000007	DesNe_03_20180717	breedte	Breed	5,00	5	0	0	1	m
HT3260	IV2018120312000007	DesNe_03_20180717	diepte	Diep	0,40	0.4	0	0	1	m
HT3260	IV2018120312000007	DesNe_03_20180717	dominant oeverprofiel lo	profl	natuurlijk: minder dan 45°	NA	0	0	0	class
HT3260	IV2018120312000007	DesNe_03_20180717	dominant oeverprofiel ro	profr	natuurlijk: minder dan 45°	NA	0	0	0	class
HT3260	IV2018120312000007	DesNe_03_20180717	grof organisch materiaal	orgma	bladeren	NA	0	0	0	class
HT3260	IV2018120312000007	DesNe_03_20180717	grof organisch materiaal	orgma	takken	NA	0	0	0	class
HT3260	IV2018120312000007	DesNe_03_20180717	grof organisch materiaal	orgma	twijgjes	NA	0	0	0	class
HT3260	IV2018120312000007	DesNe_03_20180717	grootte grootste vlek	MaxGr	0,3	0.3	0	0	1	m²
HT3260	IV2018120312000007	DesNe_03_20180717	helderheid van de waterkolom	turbi	bodemzicht	NA	0	0	0	class
HT3260	IV2018120312000007	DesNe_03_20180717	lengte	Lang	100,00	100	0	0	1	m
HT3260	IV2018120312000007	DesNe_03_20180717	manier waarop de opname gemaakt is	wijze	wadend	NA	0	0	0	class
HT3260	IV2018120312000007	DesNe_03_20180717	schaduw boom en struik	schab	20	20	0	0	1	%
HT3260	IV2018120312000007	DesNe_03_20180717	schaduw oevervegetatie	schao	0	0	0	0	1	%
HT3260	IV2018120312000007	DesNe_03_20180717	slibdikte	Slib	0,00	0	0	0	1	m
HT3260	IV2018120312000007	DesNe_03_20180717	som van vlekken	Som	0,5	0.5	0	0	1	m²
HT3260	IV2018120312000007	DesNe_03_20180717	submerse vegetatie afwezig	sv_0	0	0	0	0	1	%
HT3260	IV2018120312000007	DesNe_03_20180717	submerse vegetatie frequent	sv_2	40	40	0	0	1	%
HT3260	IV2018120312000007	DesNe_03_20180717	submerse vegetatie opgevuld	sv_3	0	0	0	0	1	%
HT3260	IV2018120312000007	DesNe_03_20180717	submerse vegetatie schaars	sv_1	60	60	0	0	1	%
HT3260	IV2018120312000007	DesNe_03_20180717	totale bedekking	TOT	15	15	0	0	1	%
HT3260	IV2018120312000007	DesNe_03_20180717	vegetatievlekken =< 1 m²	<1	2	2	0	0	1	count
HT3260	IV2018120312000007	DesNe_03_20180717	verstoring eutrofiëringsindicatoren	veui	15	15	0	0	1	%
HT3260	IV2018120312000007	DesNe_03_20180717	verstoring helofyten	vhel	10	10	0	0	1	%
HT3260	IV2018120312000007	DesNe_03_20180717	verstoring invasieve exoten	viex	<1	1	1	0	1	%
HT3260	IV2018120312000007	DesNe_03_20180717	waterpeil	peil	uitzonderlijk laag	NA	0	0	0	class
HT3260	IV2018120312000008	LoeNe_02_20180717	artificiële structuren	artif	geen artificiele structuur	NA	0	0	0	class
HT3260	IV2018120312000008	LoeNe_02_20180717	beheer	beh	volledig maaien watervegetatie	NA	0	0	0	class
HT3260	IV2018120312000008	LoeNe_02_20180717	breedte	Breed	3,00	3	0	0	1	m
HT3260	IV2018120312000008	LoeNe_02_20180717	diepte	Diep	0,20	0.2	0	0	1	m
HT3260	IV2018120312000008	LoeNe_02_20180717	dominant oeverprofiel lo	profl	natuurlijk: minder dan 45°	NA	0	0	0	class
HT3260	IV2018120312000008	LoeNe_02_20180717	dominant oeverprofiel ro	profr	natuurlijk: minder dan 45°	NA	0	0	0	class
HT3260	IV2018120312000008	LoeNe_02_20180717	grof organisch materiaal	orgma	bladeren	NA	0	0	0	class
HT3260	IV2018120312000008	LoeNe_02_20180717	grootte grootste vlek	MaxGr	0,25	0.25	0	0	1	m²
HT3260	IV2018120312000008	LoeNe_02_20180717	helderheid van de waterkolom	turbi	bodemzicht	NA	0	0	0	class
HT3260	IV2018120312000008	LoeNe_02_20180717	lengte	Lang	100,00	100	0	0	1	m
HT3260	IV2018120312000008	LoeNe_02_20180717	manier waarop de opname gemaakt is	wijze	wadend	NA	0	0	0	class
HT3260	IV2018120312000008	LoeNe_02_20180717	schaduw boom en struik	schab	0	0	0	0	1	%
HT3260	IV2018120312000008	LoeNe_02_20180717	schaduw oevervegetatie	schao	0	0	0	0	1	%
HT3260	IV2018120312000008	LoeNe_02_20180717	slibdikte	Slib	0,00	0	0	0	1	m
HT3260	IV2018120312000008	LoeNe_02_20180717	som van vlekken	Som	5	5	0	0	1	m²
HT3260	IV2018120312000008	LoeNe_02_20180717	submerse vegetatie afwezig	sv_0	0	0	0	0	1	%
HT3260	IV2018120312000008	LoeNe_02_20180717	submerse vegetatie frequent	sv_2	10	10	0	0	1	%
HT3260	IV2018120312000008	LoeNe_02_20180717	submerse vegetatie opgevuld	sv_3	0	0	0	0	1	%
HT3260	IV2018120312000008	LoeNe_02_20180717	submerse vegetatie schaars	sv_1	90	90	0	0	1	%
HT3260	IV2018120312000008	LoeNe_02_20180717	totale bedekking	TOT	25	25	0	0	1	%
HT3260	IV2018120312000008	LoeNe_02_20180717	vegetatievlekken =< 1 m²	<1	15	15	0	0	1	count
HT3260	IV2018120312000008	LoeNe_02_20180717	verstoring eutrofiëringsindicatoren	veui	10	10	0	0	1	%
HT3260	IV2018120312000008	LoeNe_02_20180717	verstoring helofyten	vhel	10	10	0	0	1	%
HT3260	IV2018120312000008	LoeNe_02_20180717	verstoring invasieve exoten	viex	0	0	0	0	1	%
HT3260	IV2018120312000008	LoeNe_02_20180717	waterpeil	peil	uitzonderlijk laag	NA	0	0	0	class
HT3260	IV2018120312000009	RodLo_01_20180717	artificiële structuren	artif	geen artificiele structuur	NA	0	0	0	class
HT3260	IV2018120312000009	RodLo_01_20180717	beheer	beh	deels maaien watervegetatie	NA	0	0	0	class
HT3260	IV2018120312000009	RodLo_01_20180717	breedte	Breed	3,00	3	0	0	1	m
HT3260	IV2018120312000009	RodLo_01_20180717	diepte	Diep	0,15	0.15	0	0	1	m
HT3260	IV2018120312000009	RodLo_01_20180717	dominant oeverprofiel lo	profl	natuurlijk: minder dan 45°	NA	0	0	0	class
HT3260	IV2018120312000009	RodLo_01_20180717	dominant oeverprofiel ro	profr	natuurlijk: minder dan 45°	NA	0	0	0	class
HT3260	IV2018120312000009	RodLo_01_20180717	grof organisch materiaal	orgma	bladeren	NA	0	0	0	class
HT3260	IV2018120312000009	RodLo_01_20180717	grootte grootste vlek	MaxGr	0	0	0	0	1	m²
HT3260	IV2018120312000009	RodLo_01_20180717	helderheid van de waterkolom	turbi	bodemzicht	NA	0	0	0	class
HT3260	IV2018120312000009	RodLo_01_20180717	helderheid van de waterkolom	turbi	troebel door substraat	NA	0	0	0	class
HT3260	IV2018120312000009	RodLo_01_20180717	lengte	Lang	100,00	100	0	0	1	m
HT3260	IV2018120312000009	RodLo_01_20180717	manier waarop de opname gemaakt is	wijze	wadend	NA	0	0	0	class
HT3260	IV2018120312000009	RodLo_01_20180717	schaduw boom en struik	schab	0	0	0	0	1	%
HT3260	IV2018120312000009	RodLo_01_20180717	schaduw oevervegetatie	schao	0	0	0	0	1	%
HT3260	IV2018120312000009	RodLo_01_20180717	slibdikte	Slib	0,03	0.03	0	0	1	m
HT3260	IV2018120312000009	RodLo_01_20180717	som van vlekken	Som	0	0	0	0	1	m²
HT3260	IV2018120312000009	RodLo_01_20180717	submerse vegetatie afwezig	sv_0	90	90	0	0	1	%
HT3260	IV2018120312000009	RodLo_01_20180717	submerse vegetatie frequent	sv_2	0	0	0	0	1	%
HT3260	IV2018120312000009	RodLo_01_20180717	submerse vegetatie opgevuld	sv_3	0	0	0	0	1	%
HT3260	IV2018120312000009	RodLo_01_20180717	submerse vegetatie schaars	sv_1	10	10	0	0	1	%
HT3260	IV2018120312000009	RodLo_01_20180717	totale bedekking	TOT	50	50	0	0	1	%
HT3260	IV2018120312000009	RodLo_01_20180717	vegetatievlekken =< 1 m²	<1	0	0	0	0	1	count
HT3260	IV2018120312000009	RodLo_01_20180717	verstoring eutrofiëringsindicatoren	veui	1	1	0	0	1	%
HT3260	IV2018120312000009	RodLo_01_20180717	verstoring helofyten	vhel	40	40	0	0	1	%
HT3260	IV2018120312000009	RodLo_01_20180717	verstoring invasieve exoten	viex	0	0	0	0	1	%
HT3260	IV2018120312000009	RodLo_01_20180717	waterpeil	peil	uitzonderlijk laag	NA	0	0	0	class
HT3260	IV2018120312000010	BriLo_02_20180718	breedte	Breed	1,00	1	0	0	1	m
HT3260	IV2018120312000010	BriLo_02_20180718	lengte	Lang	100,00	100	0	0	1	m
HT3260	IV2018120312000010	BriLo_02_20180718	schaduw boom en struik	schab	2	2	0	0	1	%
HT3260	IV2018120312000010	BriLo_02_20180718	schaduw oevervegetatie	schao	10	10	0	0	1	%
HT3260	IV2018120312000010	BriLo_02_20180718	waterpeil	peil	droogstaand (groot deel)	NA	0	0	0	class
HT3260	IV2018120312000011	BriLo_06_20180718	artificiële structuren	artif	geen artificiele structuur	NA	0	0	0	class
HT3260	IV2018120312000011	BriLo_06_20180718	beheer	beh	geen beheer gekend	NA	0	0	0	class
HT3260	IV2018120312000011	BriLo_06_20180718	breedte	Breed	1,20	1.2	0	0	1	m
HT3260	IV2018120312000011	BriLo_06_20180718	diepte	Diep	0,15	0.15	0	0	1	m
HT3260	IV2018120312000011	BriLo_06_20180718	dominant oeverprofiel lo	profl	natuurlijk: vanaf 45°	NA	0	0	0	class
HT3260	IV2018120312000011	BriLo_06_20180718	dominant oeverprofiel ro	profr	natuurlijk: vanaf 45°	NA	0	0	0	class
HT3260	IV2018120312000011	BriLo_06_20180718	grof organisch materiaal	orgma	bladeren	NA	0	0	0	class
HT3260	IV2018120312000011	BriLo_06_20180718	grootte grootste vlek	MaxGr	0,05	0.05	0	0	1	m²
HT3260	IV2018120312000011	BriLo_06_20180718	helderheid van de waterkolom	turbi	bodemzicht	NA	0	0	0	class
HT3260	IV2018120312000011	BriLo_06_20180718	lengte	Lang	100,00	100	0	0	1	m
HT3260	IV2018120312000011	BriLo_06_20180718	manier waarop de opname gemaakt is	wijze	wadend	NA	0	0	0	class
HT3260	IV2018120312000011	BriLo_06_20180718	schaduw boom en struik	schab	4	4	0	0	1	%
HT3260	IV2018120312000011	BriLo_06_20180718	schaduw oevervegetatie	schao	20	20	0	0	1	%
HT3260	IV2018120312000011	BriLo_06_20180718	slibdikte	Slib	0,00	0	0	0	1	m
HT3260	IV2018120312000011	BriLo_06_20180718	som van vlekken	Som	0,4	0.4	0	0	1	m²
HT3260	IV2018120312000011	BriLo_06_20180718	submerse vegetatie afwezig	sv_0	0	0	0	0	1	%
HT3260	IV2018120312000011	BriLo_06_20180718	submerse vegetatie frequent	sv_2	0	0	0	0	1	%
HT3260	IV2018120312000011	BriLo_06_20180718	submerse vegetatie opgevuld	sv_3	0	0	0	0	1	%
